id,trip_duration
id1971234,1082
id2146947,684
id0248956,1925
id2832032,887
id3381322,684
id3174102,684
id3841591,684
id2828449,2154
id0132202,887
id2155048,887
id1478994,543
id0152661,1082
id2557936,887
id1132188,887
id2600155,694
id1370403,1923
id1391881,921
id0469584,684
id1884057,684
id3437390,887
id2139791,1802
id2824398,684
id2349329,684
id2767155,887
id2510692,684
id0572623,887
id1394395,684
id1555305,2316
id2420516,1082
id1500597,684
id1899288,684
id1472524,684
id1993020,921
id2273329,887
id0927586,684
id3405349,1082
id2695311,887
id1383806,684
id1457117,684
id2319880,684
id0012779,2544
id0188228,684
id0531829,684
id2839388,900
id3588198,887
id1534831,684
id0701015,684
id3953534,887
id2307884,1072
id0778023,887
id1308073,887
id0576533,684
id1349994,887
id2467928,684
id3351750,684
id3562352,1404
id0428290,887
id0271028,906
id3718272,1082
id2509234,887
id1388591,684
id3122246,684
id1842326,684
id3529394,684
id1520129,1082
id0338551,887
id1208751,684
id3406262,684
id1769589,684
id2867593,684
id0822086,887
id1309623,684
id0837556,921
id0641228,887
id3095104,887
id1193445,684
id3426325,887
id2006840,887
id0138642,684
id1913117,614
id1911604,694
id0388204,684
id0376313,887
id1789441,1082
id1420079,887
id2351880,887
id1397275,1082
id0390786,684
id0546256,1082
id3660485,684
id0333608,614
id2182578,684
id1158338,887
id2081327,684
id0570771,887
id1164851,684
id2301122,684
id0621806,684
id2346650,684
id2142929,614
id1571334,887
id1332117,887
id2392119,887
id3309614,921
id2690377,1387
id3496031,684
id2957189,887
id2015806,921
id0421433,887
id1760508,887
id2414773,684
id3365425,684
id1125828,887
id1593512,887
id2412190,684
id0644919,684
id1827002,887
id3975362,684
id1134963,887
id3928491,684
id1796952,887
id2437301,694
id2414272,694
id3487254,887
id1516431,684
id3636941,684
id0033058,684
id3650802,887
id1107166,887
id0352882,684
id1766227,684
id1195534,684
id1059684,1082
id0940199,887
id2528163,887
id0919966,887
id2826168,684
id2170803,684
id2000184,887
id2101417,2022
id3375121,614
id1202903,1428
id2255141,1082
id3965726,684
id2656610,1925
id0434956,887
id1877189,684
id3040815,887
id0093716,921
id1103050,887
id1422184,887
id0864746,887
id2755735,887
id3112806,887
id0739111,2176
id1791696,887
id1963006,887
id1373197,684
id3708923,684
id3726580,684
id1787838,1579
id3340304,684
id2846350,684
id0047251,684
id1753016,1352
id2953343,887
id3107674,887
id0002608,1082
id2990394,887
id3598152,1082
id2346163,887
id2584584,684
id2727364,1082
id0797438,684
id2117187,921
id3317688,887
id3961925,684
id3147489,684
id3484246,684
id2093374,887
id0679904,1082
id0626723,1082
id1576197,887
id0824689,887
id1676272,887
id0627637,684
id2345037,887
id3961005,684
id0676864,684
id1118396,971
id3033320,694
id2737671,1082
id2555095,684
id2216054,1082
id1879755,887
id0195472,887
id3264821,684
id3321859,887
id3083909,887
id2799048,1291
id3809466,887
id0658141,887
id3871456,1082
id3362959,887
id1123000,2145
id0426056,1082
id3169766,684
id3783179,906
id1470916,2814
id3812808,1352
id0625495,684
id2177275,684
id1669881,684
id0175084,887
id0721910,684
id2340579,684
id2685023,684
id3482357,2468
id2245371,684
id1278193,684
id1158031,887
id1509114,1082
id2751524,887
id3129627,887
id1635850,684
id0028611,887
id2786840,887
id1325493,887
id1597746,887
id3147950,2154
id1045588,684
id1022607,859
id0337753,684
id0141150,1082
id0868004,887
id2736277,684
id1823119,887
id3641265,887
id2368838,887
id3853565,1082
id1643361,1387
id1939982,684
id1415311,684
id0830841,887
id0202012,684
id3746505,1082
id0076494,887
id2025500,841
id0088193,887
id2329216,1352
id2600913,684
id2191170,684
id3826806,921
id3599247,887
id2907509,921
id2142979,684
id0985073,841
id2824393,684
id1614902,887
id2495395,1291
id0814791,887
id0152911,1925
id0794895,1082
id2923064,859
id0959089,2154
id2208629,887
id2723280,887
id0729657,1406
id0516790,1072
id3794167,887
id2431791,1082
id3588190,887
id3087426,684
id1953265,887
id0146166,887
id0730321,921
id1744015,2821
id2628803,684
id1819594,887
id2637651,921
id0259366,1082
id3199513,684
id2109085,887
id0230139,684
id0395122,684
id3847172,684
id0246436,887
id0050172,684
id0588163,887
id0957129,684
id1181152,2176
id2318002,2615
id1152721,921
id0578867,684
id1674283,684
id1009060,684
id1499822,887
id0935271,1925
id1439169,1082
id2468154,821
id2315902,1082
id2465729,684
id2999912,1082
id2963678,887
id1089607,887
id3887389,887
id3447831,684
id1160954,684
id3333729,921
id3489866,887
id3357285,887
id1550743,887
id0560933,2615
id0731119,887
id3956524,887
id1658832,887
id0977424,684
id3419570,921
id1539496,684
id2872013,684
id0977363,684
id1644673,1428
id3170119,1082
id0013519,1406
id3620369,684
id0995729,887
id1199993,887
id0870823,1082
id1746769,887
id1761621,684
id0955952,887
id3450911,684
id2035696,1847
id2685850,684
id2305039,684
id2884385,887
id1973660,1579
id1062131,1352
id3853357,887
id1236685,887
id3602303,921
id1806638,694
id3400677,887
id1138267,684
id0736053,684
id2319364,1584
id3116733,684
id3771556,684
id0124891,1082
id1760392,684
id0070646,684
id0637820,887
id2171415,2029
id0214866,684
id3982336,684
id1949435,684
id3246513,2154
id2946250,1082
id2113754,684
id2465667,684
id2868489,887
id3738374,887
id3806418,2029
id0081589,906
id3693868,684
id1945307,887
id0564753,684
id1693645,684
id1058341,1082
id3739596,1082
id2778151,1082
id0577386,887
id1889859,1428
id2249268,887
id1049228,684
id0973170,684
id1324212,887
id1359008,684
id0872795,684
id3527829,684
id3535712,1584
id2397242,887
id3756802,921
id3508470,887
id1777188,684
id2473995,1082
id3283801,684
id1256163,684
id2210196,887
id3616238,887
id0325977,684
id3427401,684
id3767523,684
id3717962,887
id3830804,887
id0881865,887
id0001777,2814
id0807434,887
id0214412,684
id0036742,1925
id1347011,887
id1698863,887
id2515994,684
id3245986,684
id3100396,1082
id1784582,887
id0711058,2614
id3033184,1071
id0152818,684
id1830687,887
id3880486,887
id0029976,887
id0874579,887
id0937613,684
id1851199,684
id1422314,887
id1407569,887
id3486517,684
id1033567,694
id2738993,684
id3850307,684
id2455088,887
id2366779,2388
id2001201,684
id2289787,887
id0042261,684
id2647509,684
id0335735,887
id0070836,684
id2308327,2176
id3885184,887
id1874261,887
id2152788,684
id1941159,684
id3574239,1406
id2300455,887
id0085649,2022
id0380962,887
id2931867,887
id0707698,921
id3098459,1082
id0524443,1082
id2897225,887
id0791745,887
id2551899,887
id0138929,694
id2963540,921
id0171566,887
id0198530,684
id1083862,684
id0603869,694
id3664872,887
id0410796,887
id2386401,684
id0101620,887
id3600501,1802
id0429395,684
id2481801,684
id1494030,887
id1455262,1428
id0799868,887
id0482016,684
id2268690,887
id1121663,821
id3531765,684
id2724454,684
id1050526,921
id3697561,1387
id0974361,887
id1626668,887
id3444148,684
id0577536,887
id3149675,1352
id0423637,684
id3160662,684
id0831421,684
id0113811,684
id2207168,1082
id2814265,1082
id0220607,887
id0598337,684
id0294060,684
id0697085,684
id3914122,684
id2635821,887
id3216066,684
id0041923,841
id1948736,684
id1415008,684
id0463288,887
id0145864,2204
id0007957,684
id3564923,887
id2414756,887
id3905311,887
id0178358,684
id2718550,694
id3166993,906
id1775322,1082
id3406028,684
id2180367,684
id0231374,1082
id2383123,887
id3922891,684
id3680326,684
id1796744,887
id2086232,887
id2078475,1802
id0027023,1775
id2970680,277
id3205009,887
id0325480,887
id1086304,887
id1147459,921
id3609805,887
id1535994,684
id2564478,887
id3309165,684
id1635383,2699
id3758019,887
id2010235,1071
id3125429,1082
id2452165,684
id1197679,887
id1016822,684
id0028046,684
id0698966,887
id3239624,887
id0021474,1082
id3612600,684
id1311997,887
id1342685,684
id3125415,887
id3323275,887
id2354131,684
id0810383,859
id2709866,684
id2023525,887
id1987809,887
id0530534,684
id3295923,2176
id1532689,887
id3383270,684
id2456459,906
id3136507,921
id2199166,887
id1566571,684
id1797918,684
id1175274,684
id1664762,887
id0163369,887
id2157923,887
id2533444,684
id1560292,921
id2591560,1082
id3498275,1923
id0322149,684
id1211179,921
id0577304,1072
id1795946,684
id3453575,1404
id0046262,887
id2507410,2014
id1391329,887
id3595340,543
id2979964,3293
id3478082,887
id3114825,887
id1720055,1082
id2881964,887
id3346801,887
id1592008,887
id0583689,684
id0634908,684
id0780422,684
id2722636,684
id2919543,921
id3152279,684
id2996667,887
id0116747,887
id2983399,684
id0933173,887
id2116404,684
id1517944,1406
id2824829,1428
id3317253,684
id2402921,887
id0823658,887
id2420287,887
id3218965,887
id2578941,921
id0670945,684
id0410506,887
id1934360,684
id0630755,887
id1115480,684
id1515110,887
id0671499,921
id2677919,684
id3967756,684
id1747805,684
id1746446,684
id0047198,2014
id0859998,887
id2230702,1082
id0795936,887
id1159223,1082
id2315016,887
id3157016,684
id1249759,887
id1556967,684
id1300389,887
id1921049,887
id0128242,684
id2405799,684
id3522690,887
id0673358,1082
id2842733,887
id2365574,1765
id2749531,684
id0961907,887
id3674750,887
id1063931,684
id0779139,887
id2272873,887
id3657325,887
id3024639,906
id2067486,684
id0373656,887
id1536720,2465
id3726044,684
id0157493,1387
id3575232,887
id1840815,684
id3661043,887
id1126062,887
id3847480,684
id0275796,887
id2579339,684
id1342249,1082
id1168268,887
id1394552,684
id1014079,887
id0337816,684
id3639243,1534
id2743499,684
id1355270,887
id0367557,887
id1514015,684
id3442063,887
id0084550,684
id1486421,684
id0786428,921
id2603157,684
id3338801,887
id0905533,694
id1210854,887
id0840927,684
id2336803,921
id2526999,1775
id2676539,887
id2304156,684
id1549963,684
id3604845,684
id0175675,887
id1547045,887
id2558632,887
id3262658,887
id0299392,887
id2860966,684
id1440915,684
id0049807,684
id1694830,887
id0579073,887
id1725762,684
id0754198,887
id0724258,1082
id3760454,921
id0248612,684
id2399496,684
id0909271,684
id2957114,2029
id0263708,684
id0867121,684
id1938130,887
id3990216,887
id1708888,694
id1680920,887
id2756017,684
id2082016,684
id1887328,887
id0556439,887
id3590862,887
id1287440,887
id1355582,921
id2577515,684
id1716629,887
id3130590,684
id0971090,921
id2277980,2544
id0063688,2154
id3771485,887
id0813284,684
id3387255,684
id0491192,684
id0007172,684
id1672440,684
id2736212,684
id1523920,887
id1083159,2154
id0852239,887
id2420681,684
id1471749,684
id1375456,2154
id0912165,3221
id2623663,887
id2124702,684
id0348540,887
id3182628,1082
id2305027,887
id2440714,684
id3937273,2814
id0689531,2154
id0000936,887
id0158436,887
id0834903,684
id2748210,887
id0952925,1082
id3577332,684
id0295074,684
id3639000,684
id2957380,614
id3884631,684
id1561572,887
id2407509,887
id0800897,906
id3646869,887
id2778010,684
id3461566,887
id3532805,887
id2484261,1501
id1518466,684
id1835582,1071
id0842772,684
id2651776,1584
id2270945,684
id3818056,887
id1914470,887
id3258751,887
id3084913,684
id2079533,887
id2624919,2226
id1561325,684
id3846734,841
id0661232,887
id0630092,887
id3160927,684
id2362405,2678
id2307486,684
id1906658,887
id0838414,887
id0214521,684
id3156074,684
id1754727,684
id0938243,684
id1623941,887
id2509363,887
id2591963,906
id0870211,684
id3697400,684
id0737912,1082
id1812296,887
id0615095,887
id0487848,684
id2972909,887
id0604234,684
id3119110,1082
id1890509,1387
id2122677,684
id1694689,684
id3768104,887
id0472197,887
id2448955,887
id0387189,887
id1438907,887
id2938974,887
id1607954,887
id2950903,887
id2879406,1352
id1381196,859
id2389583,684
id3807855,684
id1289746,684
id2046539,887
id1333173,887
id3032150,887
id0261139,2544
id2919411,887
id1359087,887
id0909049,921
id0928469,684
id3515944,1082
id3068047,887
id1394254,887
id1915229,887
id2757161,684
id1826240,2154
id3903883,1925
id3940690,971
id0392375,887
id3092992,684
id2745340,887
id1849911,1082
id1542521,684
id2639344,887
id2268837,887
id0994219,684
id3385162,887
id3683750,684
id0655855,684
id0543009,887
id2403501,684
id0880328,684
id2570929,887
id2490269,887
id1733140,887
id0325250,684
id0177239,887
id2494877,887
id0222345,2491
id3514170,684
id1119636,684
id2080903,887
id2894760,684
id2919294,887
id2724212,887
id2552647,887
id0990768,684
id2740544,684
id1913325,900
id0155096,887
id3970947,2145
id3854716,1082
id1074645,887
id1484953,887
id3999280,887
id2764639,684
id1965964,887
id0256752,684
id3436132,684
id1502458,684
id1765138,921
id1489512,921
id0197248,2814
id0883942,684
id1783324,887
id2289004,684
id1160667,887
id0520317,887
id3669763,887
id1570979,684
id0109740,684
id3859482,684
id2431987,887
id1390855,1428
id0567775,2014
id0467340,887
id0784961,887
id2018773,887
id0273840,684
id2652920,887
id2341650,684
id1793619,684
id3907996,887
id3261059,1072
id3265512,2154
id2152367,1501
id2953483,887
id0563137,684
id2280510,684
id3766448,887
id3829815,684
id0547686,684
id3396380,887
id3475138,684
id0686296,887
id3570916,887
id0661862,684
id1413707,887
id0724453,2226
id0824315,887
id0290205,684
id3270439,684
id2795469,887
id2325582,684
id0730137,684
id2616610,684
id0290315,684
id3469339,2676
id2473527,684
id0931667,887
id2954500,887
id3728841,887
id1065212,887
id2841421,841
id1687350,887
id3268235,2814
id1338245,2814
id3355531,1082
id0657696,887
id1191355,684
id3064452,1082
id1143678,887
id0769900,684
id3510001,887
id3858054,887
id0559171,921
id2238218,684
id1485690,2914
id0491846,684
id2000581,684
id2208713,887
id0437598,684
id2282272,684
id3731310,684
id2159709,2014
id0314528,887
id2497366,887
id0433105,887
id3732877,887
id1637780,887
id2596201,1082
id0814565,2699
id2590941,887
id0177956,684
id3139933,887
id2727651,684
id2383574,684
id1309136,684
id1609415,1082
id1147587,887
id3629266,684
id2062514,887
id2641007,2465
id0000423,887
id1019677,2388
id2670282,684
id3516225,684
id1034156,887
id0450620,684
id0212544,1404
id1358519,887
id1725032,887
id1504553,887
id0524610,887
id3530995,887
id2945168,887
id0539085,887
id0352985,684
id2012285,887
id0398343,684
id1324419,2226
id3111435,684
id3969649,1082
id1120115,684
id2545257,684
id0756714,859
id3476280,887
id2808886,887
id2238013,1071
id3244334,684
id1318085,684
id0323681,887
id2818657,684
id1340731,2914
id2112981,2388
id0343195,684
id3115045,887
id1050375,887
id2101713,887
id2564553,2154
id3841457,1765
id0253271,887
id0008235,887
id2320368,887
id2279041,887
id1600249,887
id2634347,1082
id1625734,684
id3326109,1072
id0737172,684
id3470231,887
id3236805,684
id3616839,2014
id3381204,906
id2944033,887
id2304073,921
id3189930,887
id0897400,684
id0857373,887
id2769356,887
id2163688,684
id2768701,684
id1132095,887
id0936484,684
id3422015,684
id2034088,2226
id3508195,684
id2432634,887
id0008033,859
id1018904,2022
id0028617,684
id3378837,684
id0302389,3221
id0686176,684
id1003924,684
id1989011,887
id1039863,684
id3272796,684
id0533326,2014
id0431122,887
id2141085,887
id2773022,921
id1939401,887
id1701875,684
id2021271,2226
id1947529,887
id2781634,887
id0680517,887
id0708073,684
id3125308,887
id0381851,684
id2836366,684
id0588804,1082
id1908904,887
id0402104,684
id0546925,684
id3374018,887
id1954790,2814
id0943362,684
id1372306,684
id0757011,614
id2719220,1082
id0232633,921
id1044531,887
id3611181,887
id2903682,2814
id0693195,3117
id1759188,1567
id1347710,684
id3945233,1082
id3006538,1082
id3741107,887
id3974864,684
id0820180,887
id3395500,887
id3665620,887
id0018147,887
id1693681,684
id2673349,1428
id1604802,2154
id3648882,887
id1580578,3590
id2990920,1923
id3833360,684
id1971139,684
id3586846,887
id2582904,684
id0195087,684
id2638022,887
id3393591,859
id2528968,887
id1715128,887
id0282359,684
id2319463,684
id1491933,887
id0707042,887
id0581732,2154
id2286171,1221
id1743599,887
id2624405,887
id2938251,684
id2970506,887
id1273317,1082
id3611635,684
id3773017,859
id2123894,887
id2537485,887
id3026488,684
id3668697,2814
id3754243,887
id1600423,684
id0482956,684
id3876003,1082
id3961681,887
id0422606,1584
id3031081,684
id1880211,887
id0305927,887
id2827589,684
id0315966,684
id0341980,887
id1149129,684
id2250500,887
id1512567,3307
id2608403,887
id0339315,4148
id2787383,2154
id2162192,887
id0245069,1082
id3059306,1082
id0516187,887
id0650668,887
id0691277,684
id1119772,2204
id0725263,684
id0112130,887
id2464119,1082
id3066173,887
id3895361,684
id0365304,684
id3823740,684
id1438911,684
id0869294,1082
id2642500,684
id1109528,887
id2687506,684
id3874678,1082
id3175837,1082
id1754620,1082
id2674705,1584
id0975766,887
id2699952,684
id2040519,921
id2588904,684
id2120724,684
id2451197,1428
id0073022,887
id0540328,684
id1546260,684
id0824353,684
id3872266,684
id2848687,1082
id0881288,887
id1060236,887
id3773188,684
id0277845,887
id1883533,2154
id1993677,684
id3141819,684
id0448786,684
id2700506,1428
id0801799,614
id2764292,887
id0795833,887
id3448476,1409
id1816183,2544
id0145686,887
id2293980,887
id2628557,887
id3336451,1082
id0705389,684
id3995899,887
id2496450,887
id1289717,684
id3503808,684
id3118821,887
id3787453,887
id0553688,684
id2137008,887
id0984389,887
id1592169,684
id3687449,684
id0968796,2176
id0781033,887
id2907425,684
id0041777,684
id3313970,887
id2093377,887
id3853738,684
id3405650,887
id1085162,2176
id2278274,2176
id2079688,684
id2193500,2465
id0214986,2882
id3929636,684
id3143535,684
id0335247,887
id1172036,1082
id0208953,684
id2652876,684
id1698019,887
id2111703,887
id3290533,2882
id3381110,887
id1548143,684
id1067686,921
id0774090,684
id3590799,887
id1606146,887
id3752112,684
id3974885,684
id0219665,887
id1122600,1775
id1148386,887
id2534273,1082
id1451387,2914
id2303081,887
id2673586,684
id1444719,684
id2510088,543
id3078912,887
id2322068,684
id1227366,684
id2274914,2676
id2987105,684
id3968228,684
id2904534,2154
id3612165,684
id3997453,887
id1466658,2022
id3525592,2882
id3006119,887
id1935067,887
id3122052,887
id3728783,1584
id2790606,1082
id2620767,887
id0063776,887
id2025533,887
id0001829,2226
id0968590,2014
id3776193,2014
id0497423,887
id1403566,684
id1120699,684
id0670820,887
id3974282,684
id0174415,887
id1967813,887
id3989372,887
id0029686,887
id0071103,887
id2479707,1387
id0418531,684
id0323863,2204
id0818055,887
id3275313,2014
id0128399,2204
id3738957,684
id0732485,1082
id3529374,684
id1331571,1082
id3534990,887
id3471829,921
id3723285,887
id0172447,3590
id2563730,887
id2050454,887
id2859520,887
id0686830,684
id1225730,887
id3306779,887
id2397997,684
id1075549,1409
id1695655,887
id3217002,1428
id1639212,1082
id3075924,684
id2117415,684
id1720165,1072
id0950455,887
id1880859,887
id1475805,684
id0823811,887
id1823739,887
id2938037,684
id0415093,684
id1855675,684
id1683813,684
id3204847,684
id2613074,684
id0628510,684
id3649793,1775
id2612357,3307
id0662292,684
id3973836,887
id2307380,887
id3546799,887
id0262590,887
id1364500,3221
id1728752,887
id2739841,887
id0899986,887
id2910598,887
id0259760,887
id1494488,1082
id0564818,887
id1001300,887
id2084785,684
id2866915,887
id0423838,684
id3670002,684
id3639350,887
id0938697,2022
id2354954,887
id1165955,887
id2097883,887
id0202285,684
id0531831,2154
id1528262,684
id3247687,684
id3762046,887
id3577559,684
id1245552,887
id1945785,887
id0584318,887
id3302709,1567
id3534070,2176
id3286978,684
id2014443,3117
id3889828,684
id1051889,887
id3849351,684
id3970145,684
id2325590,887
id1499220,1082
id3113310,887
id0829003,887
id3794745,684
id0384092,887
id1072415,684
id0617238,684
id0093173,887
id0389536,887
id3484120,887
id2600881,887
id1062918,859
id2100361,887
id1011184,684
id3813949,887
id3930475,684
id3669608,887
id1803946,684
id0277003,887
id0011352,684
id1407687,887
id0939000,887
id2131949,684
id0491522,684
id0881025,887
id2584106,1387
id2117584,684
id2264548,887
id0182981,887
id1686169,887
id0005765,887
id2518340,2465
id2759316,684
id0309608,684
id1245151,887
id3980182,684
id0653051,684
id2309225,887
id3257502,684
id3929610,684
id0891874,2882
id0337665,887
id1851561,887
id1541520,887
id3916146,971
id1810665,1925
id0270077,684
id2213319,1071
id1206818,887
id3399771,2022
id3837240,694
id2151615,684
id3495116,2022
id1544238,684
id3961003,684
id2755182,887
id3305616,887
id1158140,684
id0926863,887
id0916081,1060
id1584597,887
id1845811,887
id0284913,887
id0496079,887
id3325874,684
id1347393,684
id0183819,887
id2183208,1082
id0526192,684
id0432037,684
id3350048,887
id0750034,887
id1447521,684
id0949659,1428
id2292686,684
id0821440,614
id2116298,684
id2120368,684
id3250592,887
id0005272,1428
id3923585,684
id2290566,887
id0042334,887
id1035542,694
id0210618,887
id0851441,684
id3398675,1291
id2883204,684
id3733475,684
id1432429,887
id2775956,887
id2446865,887
id2150494,684
id1497835,887
id2809665,887
id2132512,684
id3929543,1082
id3262059,684
id0768376,684
id2579853,887
id3702574,887
id0792268,1072
id0267872,2014
id0166786,684
id2382599,3062
id0082724,887
id2404707,887
id0732188,684
id2821789,887
id3119455,684
id2413046,1082
id1653806,887
id1046143,887
id3143511,1082
id0197807,887
id3760139,684
id0199656,887
id0353119,684
id2298152,887
id0500914,684
id1548405,684
id2449226,694
id2838329,887
id0370839,684
id2739493,887
id0796805,684
id1978056,1925
id1425747,684
id1925797,684
id2697546,887
id1662507,887
id2121407,1923
id3175360,887
id3371799,684
id2634136,887
id0004145,887
id2618067,684
id2255275,684
id3839191,887
id3650773,887
id2853735,887
id2481722,684
id3924044,684
id0522731,887
id1641078,887
id2775789,887
id2063710,4148
id1709336,684
id1128354,887
id3443731,887
id2300807,887
id2938936,1082
id2106474,684
id2718886,684
id3757083,3590
id0795581,684
id1055499,684
id3250188,684
id1340596,684
id3960729,614
id2829019,887
id1211394,887
id1393998,684
id2389101,887
id1555060,887
id1026747,887
id0348322,684
id2036302,887
id3480557,1082
id2597255,887
id1625032,887
id2503916,684
id1573082,887
id2427530,1985
id0585939,684
id1359583,684
id2810814,887
id2754817,921
id2846096,684
id0488146,684
id2887043,887
id2236096,684
id1124300,684
id1050700,887
id3409309,1082
id0781963,887
id3680561,887
id0859252,1060
id3822835,887
id3702785,2491
id0124640,1404
id0832143,614
id3807552,887
id0350249,887
id3207863,887
id0749972,921
id1342729,887
id0951967,887
id1999723,684
id1127473,684
id1939243,887
id1864767,887
id0675891,684
id2035798,684
id3381488,887
id0753077,887
id0342904,887
id0901169,887
id3585559,684
id3708187,684
id2213741,1082
id2853703,887
id3144462,684
id0519743,684
id1315037,3221
id0710592,2599
id2354260,684
id0660095,887
id2808599,1082
id3119873,684
id1605577,684
id1353135,887
id3337081,887
id1739001,887
id3145921,887
id1919901,921
id3868529,684
id1036714,887
id2818603,887
id3792331,887
id2273690,2154
id1144331,684
id0264287,887
id1272693,3307
id2713536,887
id2192419,887
id3288993,887
id2273889,887
id1146195,887
id1374711,887
id0490817,887
id2380098,684
id1710584,684
id2080044,2154
id2895727,1387
id1900052,684
id3729436,887
id2290845,684
id0589767,684
id2604569,887
id0056204,887
id1716580,1082
id1897066,684
id2880028,887
id1115421,793
id3202448,1387
id3618125,887
id0030925,887
id1314282,887
id3633879,2014
id3845869,887
id3127290,887
id3758298,684
id0514509,684
id1041312,684
id3891502,887
id3172218,887
id2778101,887
id3190931,887
id1067926,684
id3195959,684
id2162793,684
id0123115,684
id2364817,684
id2478159,684
id0021742,921
id2304439,684
id0360596,887
id1696946,887
id3212594,887
id1348152,887
id2198409,684
id1054167,684
id3661787,887
id0954172,1923
id1319700,887
id1541496,684
id3582998,887
id1029924,684
id0368854,684
id1526911,684
id0682258,887
id2284449,921
id0363385,887
id0385980,887
id1499883,2022
id1619286,887
id1084516,684
id2845176,684
id1207871,887
id3941011,684
id2488582,684
id2322869,684
id2164689,887
id2696118,684
id0635440,921
id2045747,887
id0437000,887
id1469849,921
id2400716,3062
id1640644,684
id3514366,887
id2630690,684
id3214725,887
id2772055,684
id0125196,887
id3871140,887
id2030943,887
id2010944,684
id2671206,887
id1937995,684
id1887078,684
id2010974,1082
id2935418,887
id1998827,1082
id2878244,684
id0851044,1082
id1613799,887
id1018773,887
id1096446,1802
id1634669,887
id3011300,684
id2278954,887
id0843482,684
id0614736,684
id1245793,684
id3867880,887
id1379946,1082
id3522752,684
id0876912,684
id1840885,859
id2676969,971
id1977827,887
id2272858,684
id3061154,1082
id2000310,684
id0471065,887
id3928174,887
id2972734,2544
id0057613,887
id1287290,684
id1699161,684
id3204034,684
id1421290,1428
id3344599,887
id2626549,684
id0076001,2014
id3145276,1082
id2342771,684
id0937388,887
id1287570,684
id2826916,1082
id3803742,3307
id3158879,684
id1123175,1428
id1497403,1082
id1310744,1082
id3719301,1752
id0415945,887
id1491490,887
id0596628,887
id1285900,887
id0333686,887
id0334546,921
id3541647,684
id0071699,887
id2510748,684
id2858777,887
id0942576,887
id0666944,684
id3416039,684
id2544959,887
id1602076,887
id3660931,887
id3439749,684
id3574472,887
id1270626,684
id3360389,887
id0813582,684
id1063737,921
id0289444,887
id2581777,887
id0216414,887
id0212917,684
id0599147,887
id3749004,684
id3442543,887
id0889777,887
id2196290,887
id2252692,887
id3594006,887
id3298636,684
id2700165,1082
id2342092,684
id2189892,1352
id1055947,1923
id3895457,1965
id1846841,887
id2569303,887
id3094046,684
id3188094,887
id3126139,887
id1028886,887
id3248074,684
id2776017,887
id1824525,684
id3623443,684
id0523292,684
id2418604,684
id1275256,887
id3489416,887
id1062149,887
id3458747,887
id1811961,684
id3846551,887
id0721885,684
id0510988,921
id2046578,887
id2621555,684
id3973807,887
id2242184,887
id1826800,684
id1044942,684
id3239872,1082
id3091258,684
id0437078,1082
id1089530,684
id2632127,684
id3093570,684
id3048731,921
id1612857,684
id0405494,684
id1379760,887
id3300772,684
id2566885,887
id3540667,684
id1527736,887
id2978595,887
id2157867,2699
id3697450,887
id1125721,1584
id3168935,684
id3998547,684
